Date,Habit,Completed
2024-03-04,Code,True
2024-03-04,Drink Water,True
2024-03-05,Exercise,False
2024-03-05,Read,True
2024-03-05,Meditate,True
2024-03-05,Code,False
2024-03-05,Drink Water,False
2024-03-06,Exercise,False
2024-03-06,Read,False
2024-03-06,Meditate,False
2024-03-06,Code,True
2024-03-06,Drink Water,True
2024-03-07,Exercise,True
2024-03-07,Read,False
2024-03-07,Meditate,False
2024-03-07,Code,True
2024-03-07,Drink Water,True
2024-03-08,Exercise,True
2024-03-08,Read,True
2024-03-08,Meditate,True
2024-03-08,Code,False
2024-03-08,Drink Water,True
2024-03-09,Exercise,False
2024-03-09,Read,True
2024-03-09,Meditate,False
2024-03-09,Code,False
2024-03-09,Drink Water,True
2024-03-10,Exercise,True
2024-03-10,Read,True
2024-03-10,Meditate,True
2024-03-10,Code,False
2024-03-10,Drink Water,True
2024-03-11,Exercise,False
2024-03-11,Read,False
2024-03-11,Meditate,False
2024-03-11,Code,False
2024-03-11,Drink Water,False
2024-03-12,Exercise,True
2024-03-12,Read,False
2024-03-12,Meditate,True
2024-03-12,Code,False
2024-03-12,Drink Water,False
2024-03-13,Exercise,True
2024-03-13,Read,False
2024-03-13,Meditate,True
2024-03-13,Code,True
2024-03-13,Drink Water,False
2024-03-14,Exercise,True
2024-03-14,Read,True
2024-03-14,Meditate,False
2024-03-14,Code,True
2024-03-14,Drink Water,True
2024-03-15,Exercise,False
2024-03-15,Read,True
2024-03-15,Meditate,True
2024-03-15,Code,True
2024-03-15,Drink Water,True
2024-03-16,Exercise,True
2024-03-16,Read,False
2024-03-16,Meditate,True
2024-03-16,Code,False
2024-03-16,Drink Water,True
2024-03-17,Exercise,False
2024-03-17,Read,False
2024-03-17,Meditate,False
2024-03-17,Code,False
2024-03-17,Drink Water,False
2024-03-18,Exercise,False
2024-03-18,Read,False
2024-03-18,Meditate,False
2024-03-18,Code,False
2024-03-18,Drink Water,True
2024-03-19,Exercise,False
2024-03-19,Read,False
2024-03-19,Meditate,False
2024-03-19,Code,True
2024-03-19,Drink Water,True
2024-03-20,Exercise,True
2024-03-20,Read,True
2024-03-20,Meditate,True
2024-03-20,Code,True
2024-03-20,Drink Water,False
2024-03-21,Exercise,True
2024-03-21,Read,True
2024-03-21,Meditate,False
2024-03-21,Code,True
2024-03-21,Drink Water,False
2024-03-22,Exercise,False
2024-03-22,Read,True
2024-03-22,Meditate,False
2024-03-22,Code,False
2024-03-22,Drink Water,False
2024-03-23,Exercise,False
2024-03-23,Read,True
2024-03-23,Meditate,False
2024-03-23,Code,False
2024-03-23,Drink Water,False
2024-03-24,Exercise,False
2024-03-24,Read,False
2024-03-24,Meditate,False
2024-03-24,Code,True
2024-03-24,Drink Water,True
2024-03-25,Exercise,False
2024-03-25,Read,True
2024-03-25,Meditate,False
2024-03-25,Code,False
2024-03-25,Drink Water,False
2024-03-26,Exercise,False
2024-03-26,Read,False
2024-03-26,Meditate,True
2024-03-26,Code,False
2024-03-26,Drink Water,False
2024-03-27,Exercise,False
2024-03-27,Read,True
2024-03-27,Meditate,False
2024-03-27,Code,False
2024-03-27,Drink Water,True
2024-03-28,Exercise,False
2024-03-28,Read,False
2024-03-28,Meditate,False
2024-03-28,Code,False
2024-03-28,Drink Water,True
2024-03-29,Exercise,True
2024-03-29,Read,True
2024-03-29,Meditate,False
2024-03-29,Code,False
2024-03-29,Drink Water,True
2024-03-30,Exercise,True
2024-03-30,Read,False
2024-03-30,Meditate,False
2024-03-30,Code,False
2024-03-30,Drink Water,True
2024-03-31,Exercise,False
2024-03-31,Read,False
2024-03-31,Meditate,True
2024-03-31,Code,True
2024-03-31,Drink Water,True
2024-04-01,Exercise,False
2024-04-01,Read,True
2024-04-01,Meditate,False
2024-04-01,Code,False
2024-04-01,Drink Water,False
2024-04-02,Exercise,False
2024-04-02,Read,True
2024-04-02,Meditate,False
2024-04-02,Code,True
2024-04-02,Drink Water,False
2024-04-03,Exercise,False
2024-04-03,Read,False
2024-04-03,Meditate,True
2024-04-03,Code,False
2024-04-03,Drink Water,False
2024-04-04,Exercise,True
2024-04-04,Read,True
2024-04-04,Meditate,False
2024-04-04,Code,False
2024-04-04,Drink Water,True
2024-04-05,Exercise,True
2024-04-05,Read,True
2024-04-05,Meditate,False
2024-04-05,Code,True
2024-04-05,Drink Water,False
2024-04-06,Exercise,False
2024-04-06,Read,True
2024-04-06,Meditate,False
2024-04-06,Code,False
2024-04-06,Drink Water,True
2024-04-07,Exercise,False
2024-04-07,Read,False
2024-04-07,Meditate,True
2024-04-07,Code,False
2024-04-07,Drink Water,False
2024-04-08,Exercise,False
2024-04-08,Read,True
2024-04-08,Meditate,True
2024-04-08,Code,True
2024-04-08,Drink Water,False
2024-04-09,Exercise,False
2024-04-09,Read,True
2024-04-09,Meditate,True
2024-04-09,Code,True
2024-04-09,Drink Water,True
2024-04-10,Exercise,False
2024-04-10,Read,False
2024-04-10,Meditate,False
2024-04-10,Code,True
2024-04-10,Drink Water,True
2024-04-11,Exercise,False
2024-04-11,Read,False
2024-04-11,Meditate,False
2024-04-11,Code,True
2024-04-11,Drink Water,True
2024-04-12,Exercise,True
2024-04-12,Read,False
2024-04-12,Meditate,True
2024-04-12,Code,True
2024-04-12,Drink Water,True
2024-04-13,Exercise,False
2024-04-13,Read,False
2024-04-13,Meditate,True
2024-04-13,Code,False
2024-04-13,Drink Water,False
2024-04-14,Exercise,True
2024-04-14,Read,False
2024-04-14,Meditate,True
2024-04-14,Code,False
2024-04-14,Drink Water,True
2024-04-15,Exercise,False
2024-04-15,Read,True
2024-04-15,Meditate,True
2024-04-15,Code,False
2024-04-15,Drink Water,False
2024-04-16,Exercise,False
2024-04-16,Read,False
2024-04-16,Meditate,True
2024-04-16,Code,False
2024-04-16,Drink Water,False
2024-04-17,Exercise,False
2024-04-17,Read,False
2024-04-17,Meditate,True
2024-04-17,Code,True
2024-04-17,Drink Water,True
2024-04-18,Exercise,False
2024-04-18,Read,True
2024-04-18,Meditate,True
2024-04-18,Code,False
2024-04-18,Drink Water,False
2024-04-19,Exercise,True
2024-04-19,Read,False
2024-04-19,Meditate,False
2024-04-19,Code,False
2024-04-19,Drink Water,False
2024-04-20,Exercise,False
2024-04-20,Read,True
2024-04-20,Meditate,True
2024-04-20,Code,False
2024-04-20,Drink Water,True
2024-04-21,Exercise,True
2024-04-21,Read,False
2024-04-21,Meditate,True
2024-04-21,Code,False
2024-04-21,Drink Water,True
2024-04-22,Exercise,False
2024-04-22,Read,False
2024-04-22,Meditate,True
2024-04-22,Code,False
2024-04-22,Drink Water,True
2024-04-23,Exercise,False
2024-04-23,Read,False
2024-04-23,Meditate,False
2024-04-23,Code,True
2024-04-23,Drink Water,False
2024-04-24,Exercise,False
2024-04-24,Read,False
2024-04-24,Meditate,False
2024-04-24,Code,True
2024-04-24,Drink Water,True
2024-04-25,Exercise,False
2024-04-25,Read,False
2024-04-25,Meditate,True
2024-04-25,Code,True
2024-04-25,Drink Water,False
2024-04-26,Exercise,True
2024-04-26,Read,True
2024-04-26,Meditate,False
2024-04-26,Code,True
2024-04-26,Drink Water,False
2024-04-27,Exercise,True
2024-04-27,Read,False
2024-04-27,Meditate,True
2024-04-27,Code,False
2024-04-27,Drink Water,True
2024-04-28,Exercise,False
2024-04-28,Read,True
2024-04-28,Meditate,True
2024-04-28,Code,True
2024-04-28,Drink Water,False
2024-04-29,Exercise,True
2024-04-29,Read,True
2024-04-29,Meditate,False
2024-04-29,Code,True
2024-04-29,Drink Water,True
2024-04-30,Exercise,False
2024-04-30,Read,True
2024-04-30,Meditate,True
2024-04-30,Code,True
2024-04-30,Drink Water,False
2024-05-01,Exercise,False
2024-05-01,Read,False
2024-05-01,Meditate,True
2024-05-01,Code,False
2024-05-01,Drink Water,True
2024-05-02,Exercise,True
2024-05-02,Read,True
2024-05-02,Meditate,True
2024-05-02,Code,True
2024-05-02,Drink Water,False
2024-05-03,Exercise,False
2024-05-03,Read,True
2024-05-03,Meditate,False
2024-05-03,Code,False
2024-05-03,Drink Water,True
2024-05-04,Exercise,False
2024-05-04,Read,True
2024-05-04,Meditate,True
2024-05-04,Code,True
2024-05-04,Drink Water,False
2024-05-05,Exercise,False
2024-05-05,Read,True
2024-05-05,Meditate,True
2024-05-05,Code,False
2024-05-05,Drink Water,False
2024-05-06,Exercise,True
2024-05-06,Read,True
2024-05-06,Meditate,False
2024-05-06,Code,False
2024-05-06,Drink Water,False
2024-05-07,Exercise,False
2024-05-07,Read,True
2024-05-07,Meditate,True
2024-05-07,Code,True
2024-05-07,Drink Water,False
2024-05-08,Exercise,True
2024-05-08,Read,False
2024-05-08,Meditate,False
2024-05-08,Code,True
2024-05-08,Drink Water,False
2024-05-09,Exercise,True
2024-05-09,Read,True
2024-05-09,Meditate,False
2024-05-09,Code,True
2024-05-09,Drink Water,False
2024-05-10,Exercise,True
2024-05-10,Read,True
2024-05-10,Meditate,False
2024-05-10,Code,True
2024-05-10,Drink Water,True
2024-05-11,Exercise,False
2024-05-11,Read,True
2024-05-11,Meditate,False
2024-05-11,Code,False
2024-05-11,Drink Water,False
2024-05-12,Exercise,False
2024-05-12,Read,False
2024-05-12,Meditate,True
2024-05-12,Code,True
2024-05-12,Drink Water,False
2024-05-13,Exercise,False
2024-05-13,Read,True
2024-05-13,Meditate,False
2024-05-13,Code,False
2024-05-13,Drink Water,True
2024-05-14,Exercise,True
2024-05-14,Read,False
2024-05-14,Meditate,False
2024-05-14,Code,True
2024-05-14,Drink Water,True
2024-05-15,Exercise,True
2024-05-15,Read,False
2024-05-15,Meditate,False
2024-05-15,Code,False
2024-05-15,Drink Water,True
2024-05-16,Exercise,False
2024-05-16,Read,True
2024-05-16,Meditate,True
2024-05-16,Code,False
2024-05-16,Drink Water,True
2024-05-17,Exercise,False
2024-05-17,Read,True
2024-05-17,Meditate,True
2024-05-17,Code,False
2024-05-17,Drink Water,True
2024-05-18,Exercise,True
2024-05-18,Read,True
2024-05-18,Meditate,False
2024-05-18,Code,False
2024-05-18,Drink Water,True
2024-05-19,Exercise,False
2024-05-19,Read,True
2024-05-19,Meditate,True
2024-05-19,Code,False
2024-05-19,Drink Water,False
2024-05-20,Exercise,False
2024-05-20,Read,False
2024-05-20,Meditate,False
2024-05-20,Code,True
2024-05-20,Drink Water,False
2024-05-21,Exercise,True
2024-05-21,Read,True
2024-05-21,Meditate,True
2024-05-21,Code,True
2024-05-21,Drink Water,False
2024-05-22,Exercise,False
2024-05-22,Read,False
2024-05-22,Meditate,True
2024-05-22,Code,True
2024-05-22,Drink Water,True
2024-05-23,Exercise,False
2024-05-23,Read,False
2024-05-23,Meditate,False
2024-05-23,Code,False
2024-05-23,Drink Water,True
2024-05-24,Exercise,True
2024-05-24,Read,False
2024-05-24,Meditate,True
2024-05-24,Code,False
2024-05-24,Drink Water,True
2024-05-25,Exercise,True
2024-05-25,Read,False
2024-05-25,Meditate,False
2024-05-25,Code,True
2024-05-25,Drink Water,False
2024-05-26,Exercise,True
2024-05-26,Read,True
2024-05-26,Meditate,True
2024-05-26,Code,False
2024-05-26,Drink Water,False
2024-05-27,Exercise,False
2024-05-27,Read,False
2024-05-27,Meditate,False
2024-05-27,Code,False
2024-05-27,Drink Water,False
2024-05-28,Exercise,True
2024-05-28,Read,False
2024-05-28,Meditate,False
2024-05-28,Code,False
2024-05-28,Drink Water,False
2024-05-29,Exercise,True
2024-05-29,Read,True
2024-05-29,Meditate,True
2024-05-29,Code,False
2024-05-29,Drink Water,False
2024-05-30,Exercise,True
2024-05-30,Read,True
2024-05-30,Meditate,True
2024-05-30,Code,True
2024-05-30,Drink Water,True
2024-05-31,Exercise,True
2024-05-31,Read,True
2024-05-31,Meditate,False
2024-05-31,Code,True
2024-05-31,Drink Water,False
2024-06-01,Exercise,False
2024-06-01,Read,True
2024-06-01,Meditate,True
2024-06-01,Code,False
2024-06-01,Drink Water,False
2024-06-02,Exercise,False
2024-06-02,Read,False
2024-06-02,Meditate,True
2024-06-02,Code,False
2024-06-02,Drink Water,False
2024-06-03,Exercise,True
2024-06-03,Read,False
2024-06-03,Meditate,True
2024-06-03,Code,True
2024-06-03,Drink Water,False
2024-06-04,Exercise,True
2024-06-04,Read,True
2024-06-04,Meditate,False
2024-06-04,Code,False
2024-06-04,Drink Water,False
2024-06-05,Exercise,False
2024-06-05,Read,False
2024-06-05,Meditate,True
2024-06-05,Code,False
2024-06-05,Drink Water,True
2024-06-06,Exercise,False
2024-06-06,Read,True
2024-06-06,Meditate,False
2024-06-06,Code,False
2024-06-06,Drink Water,True
2024-06-07,Exercise,False
2024-06-07,Read,True
2024-06-07,Meditate,False
2024-06-07,Code,True
2024-06-07,Drink Water,True
2024-06-08,Exercise,True
2024-06-08,Read,False
2024-06-08,Meditate,False
2024-06-08,Code,True
2024-06-08,Drink Water,True
2024-06-09,Exercise,False
2024-06-09,Read,False
2024-06-09,Meditate,False
2024-06-09,Code,False
2024-06-09,Drink Water,False
2024-06-10,Exercise,True
2024-06-10,Read,True
2024-06-10,Meditate,False
2024-06-10,Code,True
2024-06-10,Drink Water,False
2024-06-11,Exercise,False
2024-06-11,Read,False
2024-06-11,Meditate,False
2024-06-11,Code,True
2024-06-11,Drink Water,True
2024-06-12,Exercise,False
2024-06-12,Read,False
2024-06-12,Meditate,False
2024-06-12,Code,False
2024-06-12,Drink Water,True
2024-06-13,Exercise,True
2024-06-13,Read,True
2024-06-13,Meditate,True
2024-06-13,Code,False
2024-06-13,Drink Water,True
2024-06-14,Exercise,False
2024-06-14,Read,True
2024-06-14,Meditate,False
2024-06-14,Code,False
2024-06-14,Drink Water,True
2024-06-15,Exercise,False
2024-06-15,Read,False
2024-06-15,Meditate,False
2024-06-15,Code,False
2024-06-15,Drink Water,False
2024-06-16,Exercise,True
2024-06-16,Read,False
2024-06-16,Meditate,False
2024-06-16,Code,True
2024-06-16,Drink Water,True
2024-06-17,Exercise,False
2024-06-17,Read,False
2024-06-17,Meditate,False
2024-06-17,Code,True
2024-06-17,Drink Water,True
2024-06-18,Exercise,True
2024-06-18,Read,False
2024-06-18,Meditate,False
2024-06-18,Code,True
2024-06-18,Drink Water,False
2024-06-19,Exercise,True
2024-06-19,Read,True
2024-06-19,Meditate,True
2024-06-19,Code,True
2024-06-19,Drink Water,False
2024-06-20,Exercise,True
2024-06-20,Read,True
2024-06-20,Meditate,True
2024-06-20,Code,False
2024-06-20,Drink Water,False
2024-06-21,Exercise,True
2024-06-21,Read,False
2024-06-21,Meditate,False
2024-06-21,Code,True
2024-06-21,Drink Water,True
2024-06-22,Exercise,True
2024-06-22,Read,True
2024-06-22,Meditate,False
2024-06-22,Code,True
2024-06-22,Drink Water,False
2024-06-23,Exercise,True
2024-06-23,Read,False
2024-06-23,Meditate,False
2024-06-23,Code,True
2024-06-23,Drink Water,False
2024-06-24,Exercise,False
2024-06-24,Read,False
2024-06-24,Meditate,True
2024-06-24,Code,False
2024-06-24,Drink Water,True
2024-06-25,Exercise,False
2024-06-25,Read,True
2024-06-25,Meditate,False
2024-06-25,Code,False
2024-06-25,Drink Water,True
2024-06-26,Exercise,False
2024-06-26,Read,False
2024-06-26,Meditate,False
2024-06-26,Code,False
2024-06-26,Drink Water,False
2024-06-27,Exercise,False
2024-06-27,Read,True
2024-06-27,Meditate,False
2024-06-27,Code,True
2024-06-27,Drink Water,True
2024-06-28,Exercise,False
2024-06-28,Read,False
2024-06-28,Meditate,False
2024-06-28,Code,True
2024-06-28,Drink Water,False
2024-06-29,Exercise,False
2024-06-29,Read,True
2024-06-29,Meditate,True
2024-06-29,Code,True
2024-06-29,Drink Water,True
2024-06-30,Exercise,True
2024-06-30,Read,False
2024-06-30,Meditate,False
2024-06-30,Code,False
2024-06-30,Drink Water,True
2024-07-01,Exercise,True
2024-07-01,Read,True
2024-07-01,Meditate,False
2024-07-01,Code,True
2024-07-01,Drink Water,True
2024-07-02,Exercise,False
2024-07-02,Read,False
2024-07-02,Meditate,False
2024-07-02,Code,False
2024-07-02,Drink Water,False
2024-07-03,Exercise,True
2024-07-03,Read,False
2024-07-03,Meditate,False
2024-07-03,Code,True
2024-07-03,Drink Water,False
2024-07-04,Exercise,False
2024-07-04,Read,True
2024-07-04,Meditate,True
2024-07-04,Code,True
2024-07-04,Drink Water,False
2024-07-05,Exercise,True
2024-07-05,Read,True
2024-07-05,Meditate,False
2024-07-05,Code,True
2024-07-05,Drink Water,True
2024-07-06,Exercise,True
2024-07-06,Read,False
2024-07-06,Meditate,False
2024-07-06,Code,False
2024-07-06,Drink Water,False
2024-07-07,Exercise,False
2024-07-07,Read,True
2024-07-07,Meditate,False
2024-07-07,Code,False
2024-07-07,Drink Water,True
2024-07-08,Exercise,True
2024-07-08,Read,True
2024-07-08,Meditate,False
2024-07-08,Code,False
2024-07-08,Drink Water,True
2024-07-09,Exercise,False
2024-07-09,Read,False
2024-07-09,Meditate,False
2024-07-09,Code,False
2024-07-09,Drink Water,False
2024-07-10,Exercise,True
2024-07-10,Read,True
2024-07-10,Meditate,False
2024-07-10,Code,True
2024-07-10,Drink Water,True
2024-07-11,Exercise,True
2024-07-11,Read,True
2024-07-11,Meditate,True
2024-07-11,Code,True
2024-07-11,Drink Water,False
2024-07-12,Exercise,False
2024-07-12,Read,True
2024-07-12,Meditate,False
2024-07-12,Code,False
2024-07-12,Drink Water,True
2024-07-13,Exercise,False
2024-07-13,Read,False
2024-07-13,Meditate,True
2024-07-13,Code,True
2024-07-13,Drink Water,False
2024-07-14,Exercise,True
2024-07-14,Read,False
2024-07-14,Meditate,True
2024-07-14,Code,False
2024-07-14,Drink Water,False
2024-07-15,Exercise,True
2024-07-15,Read,False
2024-07-15,Meditate,False
2024-07-15,Code,True
2024-07-15,Drink Water,True
2024-07-16,Exercise,True
2024-07-16,Read,True
2024-07-16,Meditate,True
2024-07-16,Code,False
2024-07-16,Drink Water,False
2024-07-17,Exercise,False
2024-07-17,Read,True
2024-07-17,Meditate,False
2024-07-17,Code,False
2024-07-17,Drink Water,True
2024-07-18,Exercise,False
2024-07-18,Read,False
2024-07-18,Meditate,True
2024-07-18,Code,False
2024-07-18,Drink Water,True
2024-07-19,Exercise,False
2024-07-19,Read,False
2024-07-19,Meditate,False
2024-07-19,Code,True
2024-07-19,Drink Water,False
2024-07-20,Exercise,False
2024-07-20,Read,True
2024-07-20,Meditate,False
2024-07-20,Code,False
2024-07-20,Drink Water,False
2024-07-21,Exercise,False
2024-07-21,Read,True
2024-07-21,Meditate,False
2024-07-21,Code,False
2024-07-21,Drink Water,False
2024-07-22,Exercise,True
2024-07-22,Read,False
2024-07-22,Meditate,False
2024-07-22,Code,True
2024-07-22,Drink Water,True
2024-07-23,Exercise,True
2024-07-23,Read,True
2024-07-23,Meditate,True
2024-07-23,Code,False
2024-07-23,Drink Water,True
2024-07-24,Exercise,False
2024-07-24,Read,False
2024-07-24,Meditate,False
2024-07-24,Code,True
2024-07-24,Drink Water,False
2024-07-25,Exercise,True
2024-07-25,Read,True
2024-07-25,Meditate,True
2024-07-25,Code,False
2024-07-25,Drink Water,False
2024-07-26,Exercise,True
2024-07-26,Read,True
2024-07-26,Meditate,True
2024-07-26,Code,False
2024-07-26,Drink Water,True
2024-07-27,Exercise,False
2024-07-27,Read,True
2024-07-27,Meditate,True
